"intStatusID","intProjectID","memStatus","datUpdate"
3028,459,"Meeting held on November 7,  2000 with Dave Naphtali, Ann Doyle, John Linde  (Customs), Menno Pauls (PWGSC) and Wayen ne  McLaughlin.   ","11/23/2000"
3029,459,"Teleconference to be held on July   25 to decide on replacement of Customs facility.   ","7/18/2002"
3030,459,"The custody of these lands are  being addressed by CCRA-Regional office with  CCRA-HQ.   ","8/9/2002"
3031,459,"Project proposal is to be implemented between PWGSC/CCRA for the administration of the lands. ","8/14/2002"
3032,460,"Wrote back to City enclosing draft  offer for their review.  Awaiting response.    ","2/15/1999"
3033,460,"Prepared PTAC, Sec 16(3) and Proof of   Admin forms for completion by RCMP.    ","2/22/1999"
3034,460,"License agreement prepared in final  form. Awaiting signature by Courtenay.    ","2/26/1999"
3035,460,"License agreement executed.    ","3/8/1999"
3036,460,"Notified FTNO of excess property.    ","3/11/1999"
3037,460,"Searching for duplicate C/T.     ","4/1/1999"
3038,460,"Wrote back to City enclosing draft  offer for their review.  Awaiting response.    ","2/15/1999"
3039,460,"Prepared PTAC, Sec 16(3) and Proof of   Admin forms for completion by RCMP.    ","2/22/1999"
3040,460,"License agreement prepared in final  form. Awaiting signature by Courtenay.    ","2/26/1999"
3041,460,"License agreement executed.    ","3/8/1999"
3042,460,"Notified FTNO of excess property.    ","3/11/1999"
3043,460,"Site visit planned for Thursday, 20  ","5/17/1999"
3044,460,"Met with City official Les Doty.  Site  visit with Bob Boyd, RCMP Detach.  Took photos.    ","5/21/1999"
3045,460,"Joe advised interest by FN Bands  (Sliammon/Comox) is negative. Now awaiting  completion of field survey by City.    ","7/2/1999"
3046,460,"Requested status update from City re  legal survey for road. ","8/5/1999"
3047,460,"City  advised the survey cannot be done until road is  constructed - should be end of August  99.    ","8/19/1999"
3048,460,"CEAA screening is complete.   Dane to provide a copy to us and RCMP.   ","9/7/1999"
3049,460,"RCMP have requested a CEAA  screening.  ES to conduct.   ","11/4/1999"
3050,460,"City has advised roadworks by   Canadian Tire have not yet completed and survey  cannot commence  until such time.   ","2/18/2000"
3051,460,"City advised the survey plan has  been completed and ready for signature, he will  send to for Authorized signatory.   ","3/8/2000"
3052,460,"Reference plan forwarded to RCMP   for execution.   ","3/13/2000"
3053,460,"Justificiation memo to Dal to  accept offer has been signed off.   ","3/31/2000"
3054,460,"TIS sheet sent to DOJ to prepare  instrument.   ","4/5/2000"
3055,460,"Awaiting Dennis's reply to my  letter.  City's solicitors have called twice  anxious to determine status.   ","5/17/2000"
3056,460,"Letter received from Dennis -  discussed with City Solicitors and forwarded plan   to them for changes.   ","5/30/2000"
3057,460,"Sent reply to DOJ in response to  ","6/1/2000"
3058,460,"Ordered Crown Grant search for  DOJ. ","8/9/2000"
3059,460,"Received letter from DOJ re FN  consultations.  Required to send letter to Homalco  First Nations. DOJ.   ","8/18/2000"
3060,460,"Reference plan has been  prepared.  Awaiting receipt from City's  solicitors.   ","1/26/2001"
3061,460,"Reference plan has been signed   by RCMP. Await receipt.   ","2/5/2001"
3062,460,"City solicitors received  executed copy of Reference plan - ready for  deposit. Section 16(3) sent to RCMP for signature.    ","2/14/2001"
3063,460,"Awaiting executed copy of  instrument of Grant from DOJ.   ","4/2/2001"
3064,460,"Awaiting copies of registered  conveyance documents from DOJ and then close file.    ","4/18/2001"
3065,460,"Transfer documents reg'd in Victoria  LTO on April 11, 2001.  Sale monies received on  ","5/1/2001"
3066,460,"Documents distributed. Project  closed. ","4/30/2001"
3067,461,"Sent D. Charbonneau's reply regarding   archeological search to Jill.  Awaiting Jill's  instructions.    ","5/6/1999"
3068,461,"Heard from  Sandspit Airport Manager, Rob Ellis, that TC may  acquire this house as a rental property.  Will  send me a letter once confirmed by F&O.   ","10/26/1999"
3069,461,"HRobert Prud'homme said TC is  not interested in acquiring  it. Told Jill and she  is working on getting the heritage review done.   ","1/31/2000"
3070,461,"Awaiting sign off of CEAA by DFO  before we may proceed to sell this building   ","6/8/2000"
3071,461,"Awaiting sign off of CEAA by DFO   before we may proceed to sell this building.  Advised Jill Inglis of status   ","8/2/2000"
3072,461,"DFO have signed off CEAA.  DFO  have requested that PWGSC arrange for removal of  tank.   ","9/8/2000"
3073,461,"Awaiting advice from DFO for   PWGSC to proceed with tank removal.  Tender  package prepared in draft.   ","9/19/2000"
3074,461,"DFO instructed to proceed with   UST removal. To be carried out Nov. 20, 2000.   ","10/10/2000"
3075,461,"Tender closing January 12/01.  One bid received of $100.00. Being reviewed by  PWGSC.   ","1/12/2001"
3076,461,"Accepted offer by Mr. Phil  Shiels on January 16, 2001.  Deadline for removal   is February 23.  Site restoration to be completed   by March 7, 2001.   ","1/30/2001"
3077,461,"Deadline for removal is February 23. Purchaser to carry out removal ops on Feb 20-22 with Jeff Jenkins in attendance.","2/14/2001"
3078,461,"UST was removed by purchaser.   Obtaining a cost estimate to carry our soil  testing of tank location. ","3/13/2001"
3079,461,"DFO have given 'green light' to  proceed with soil tests for week of March 18-24.    SSA prepared for DFO in amount of $9,500 to cover   consultant fees.   ","3/14/2001"
3080,461,"DFO signed SSA in amount of   $9,500 for soil testing by consultant.   ","3/15/2001"
3081,461,"Soil test work completed by Earth   Tech and report received April 3, 2001.   ","4/9/2001"
3082,461,"EARTH TECH Environmental  Consultants will be on site to monitor and  supervise backfilling of excavated soil on site  (April 19/20).   ","4/18/2001"
3083,461,"Awaiting completion of site  restoration work.   ","5/14/2001"
3084,461,"TC have confirmed its satisfaction   over soil testing work.   ","5/25/2001"
3085,461,"Invoices outstanding have been paid  to date.  Site restoration to be confirmed.   ","6/4/2001"
3086,461,"Awaiting completion of site  restoration by purchaser.   ","7/17/2001"
3087,461,"Site custodian confirmed site is  acceptable to contract standards.  Arranging for  security deposit to be reimbursed to purchaser. ","7/30/2001"
3088,462,"received formal request from TC to  transfer property from PWGSC to TC by way of a  program transfer.    ","4/8/1999"
3089,462,"Request to DOJ to assign a  solicitor.    ","4/26/1999"
3090,462,"Received approval from Jim Turpin  to transfer site over to TC.    ","4/26/1999"
3091,462,"Received signed 16(3) delegation  from TC.    ","5/10/1999"
3092,462,"TIS to DOJ.    ","5/11/1999"
3093,462,"Transfer complete.","5/27/1999"
3094,463,"TIS sheet being prepared to retrocede   this property. ","5/18/1999"
3095,463,"TIS sheet sent to  Ann Doyle at DOJ.   ","8/17/1999"
3096,463,"Requested confirmation from  Province to accept transfer of admin  and control   of reserve back to Ministry   ","9/23/1999"
3097,463,"Requested confirmation from  Province to accept transfer of admin and control  of reserve back to Ministry   ","9/28/1999"
3098,463,"First Nations referral letters   sent to Sliammon and Homalco  - INAC cc'd.   ","10/21/1999"
3099,463,"Lot 6413 included in this  transfer but under admin & control of PWGSC.  TIS   sheet sent to Justice to prepare separate transfer  documents.   ","11/5/1999"
3100,463,"Letter sent to BCAL with  requested enclosures (application requirements).   ","11/5/1999"
3101,463,"Awaiting response from BCAL as   to revoking OIC's so that we can transfer a&c of  this facility requested enclosures.February 24,  2000 - Province will not be able to deal with  revoking OIC until after new fiscal.  Requested R.  Prud'homme to prepare lease reneal for District.   ","2/3/2000"
3102,463,"License agreement with District  has been renewed to March 31, 2001.   ","3/16/2000"
3103,463,"Contacted Land Officer at BCACL.   No progress anticipated until 2-3 months.  BF file  until that time.   ","5/30/2000"
3104,463,"Neil Turner (BCACL) called to   advise that he would be checking the status on  this file as soon as time permits.   ","9/6/2000"
3105,463,"This matter has now been passed   to Jeremy Higham to deal with.  Awaiting his call   as to status.  ","10/5/2000"
3106,463,"Discussed project with BCAL and  Robert Prud'homme.  This project will now be  processed in the regular Lands system.   ","12/8/2000"
3107,463,"BCAL advised only remaining  issue is environmental approvals process. May need  to prepare renewal of license agreement if not  done before March 31.   ","2/14/2001"
3108,463,"Checking status with BCAL as to  environmental approvals process. FN discussions  completed with Homalco.repare renewal of license  agreement if not done   ","3/22/2001"
3109,463,"Awaiting confirmation from BCAL as  to cancellation of OIC's   ","4/2/2001"
3110,463,"Awaiting confirmation from BCAL as   to cancellation of OIC's.   ","5/25/2001"
3111,463,"Meeting held with BCAL office to  make progress on file.  Awaiting confirmation from  Province to accept admin and control of lands back  to Prov.   ","7/17/2001"
3112,463,"Awaiting advice from BCAL as   to confirmation that Province will accept lands  back.   ","9/27/2001"
3113,463,"Regional District of Powell  River have signed off tenure documents and  returned them to BCALC.  Awaiting response from  BCALC as to status. back.   ","12/13/2001"
3114,463,"BCALC have confirmed they are  now in a position to accept the lands back.  DOJ  preparing the conveyance documents   ","1/3/2002"
3115,463,"Legal documents have been  executed, awaiting receipt from DOJ. ","1/8/2002"
3116,464,"Lease agreement executed by both  parties.  Monies received and deposited with  Treasury. ","8/5/1999"
3117,464,"Kelms called to  check status of project. I advised we are  proceeding with disposal processes for this site.   ","9/28/1999"
3118,464,"Consultations with First Nations  in process with Spallumcheen Band.   ","10/6/1999"
3119,464,"Tenant wishes to install 2nd  septic field to service mechanical shed building.   DFO has approved, awaiting legal advice from DOJ.   ","11/8/1999"
3120,464,"Preparing amendment to lease  agreement to approve this work.   ","11/12/1999"
3121,464,"Lease amendment executed.   Requested CEAA screening from PWGSC-ES.   ","11/26/1999"
3122,464,"Joe advised we may request an   appraisal of this property.   ","12/23/1999"
3123,464,"Jonas Naphtali (PWGSC-Env  Services) is conducting the CEAA screening on this  property.   ","2/3/2000"
3124,464,"Request appraisal to be done  after snow is cleared   ","2/24/2000"
3125,464,"Appraisal requested.   ","2/24/2000"
3126,464,"Joe advised we should do an  Attestation of Value instead of ordering an  appraisal. Att. being prepared.   ","6/1/2000"
3127,464,"Property has been attested to  value of $74,000. Price has been identified to  Province.  They will respond to PWGSC  by the end   of this month.   ","7/12/2000"
3128,464,"Awaiting offer by Province by July  30, 2000.   ","7/19/2000"
3129,464,"Awaiting offer from Province by  ","7/25/2000"
3130,464,"   ","7/30/2000"
3131,464,"Province have been given one more  month to strike a deal with lessee-s (reevaluate  position at end of August, 2000)   ","8/2/2000"
3132,464,"Awiting advice from the  Province that an agreement has been entered into  with private land owners.   ","11/9/2000"
3133,464,"Contacted Glen Moyer re status   of lands.  He indicated that he would get back to   me on Jan 20 to advise if any settlment had been  reached with Kelms.   ","1/10/2001"
3134,464,"Awaiting settlement of dispute  between joint land owners, (Moyers & Kelms) in  order to proceed with a sale to the  Province.settlmen   ","4/18/2001"
3135,464,"Jerry Johnson (BCAL) called - wants  to initiate direct negotiations.   ","6/4/2001"
3136,464,"Appraised value 'under review'  since signficiant market changes in past year.   ","6/18/2001"
3137,464,"Province have until July 31 to  submit offer or we offer to sell property to  public.   ","7/17/2001"
3138,464,"Province have until Aug 3 to  submit offer or we offer to sell property to  public.   ","7/30/2001"
3139,464,"BCAL have indicated they have an  application from a private sector party willing to  make an offer.   PWGSC has asked that an offer  be  sumitted by Friday   ","8/21/2001"
3140,464,"BPWGSC has decided to list  this property.  R.E. agencies are being invited to  submit proposals to list on PWGSC' s behalf.   ","9/28/2001"
3141,464,"Property listed with Remax  Revelstoke Realty.   ","10/19/2001"
3142,464,"Property listed with Remax  Revelstoke Realty. Agreement is being forwarded by  Brian Matheson.   ","10/22/2001"
3143,464,"Listing agreement executed.  Property is listed in MLS.   ","11/2/2001"
3144,464,"Offer has come in from  adjacent land owner, Guy Lord at $60,000 ($10,000   less than asking).  Negotiations commenced.   ","11/13/2001"
3145,464,"PWGSC has accepted the offer  from Guy Lord for $67,000 subject to conditions  contained therein.  Transaction is to close Feb  15/02.owne   ","11/19/2001"
